%
Copyright (C) 1991-2008 Altera Corporation
Your use of Altera Corporation's design tools, logic functions 
and other software and tools, and its AMPP partner logic 
functions, and any output files from any of the foregoing 
(including device programming or simulation files), and any 
associated documentation or information are expressly subject 
to the terms and conditions of the Altera Program License 
Subscription Agreement, Altera MegaCore Function License 
Agreement, or other applicable license agreement, including, 
without limitation, that your use is for the sole purpose of 
programming logic devices manufactured by Altera and sold by 
Altera or its authorized distributors.  Please refer to the 
applicable agreement for further details.
%

GROUP CREATE A = A[31] A[30] A[29] A[28] A[27] A[26] A[25] A[24] A[23] A[22] A[21] A[20] A[19] A[18] A[17] A[16] A[15] A[14] A[13] A[12] A[11] A[10] A[9] A[8] A[7] A[6] A[5] A[4] A[3] A[2] A[1] A[0] ;
GROUP CREATE B = B[31] B[30] B[29] B[28] B[27] B[26] B[25] B[24] B[23] B[22] B[21] B[20] B[19] B[18] B[17] B[16] B[15] B[14] B[13] B[12] B[11] B[10] B[9] B[8] B[7] B[6] B[5] B[4] B[3] B[2] B[1] B[0] ;
GROUP CREATE S = S[32] S[31] S[30] S[29] S[28] S[27] S[26] S[25] S[24] S[23] S[22] S[21] S[20] S[19] S[18] S[17] S[16] S[15] S[14] S[13] S[12] S[11] S[10] S[9] S[8] S[7] S[6] S[5] S[4] S[3] S[2] S[1] S[0] ;
INPUTS A B Cin;
OUTPUTS S;
UNIT ns;
RADIX HEX;
PATTERN
409.607> 01010101 7F7F7F7F 0 = 02001627E 
409.805> 01010101 7F7F7F7F 0 = 02001607E 
409.861> 01010101 7F7F7F7F 0 = 02401607E 
409.969> 01010101 7F7F7F7F 0 = 02C01607E 
410.172> 01010101 7F7F7F7F 0 = 02C01607C 
410.311> 01010101 7F7F7F7F 0 = 02801607C 
410.593> 01010101 7F7F7F7F 0 = 02801707C 
 410.81> 01010101 7F7F7F7F 0 = 028017078 
410.969> 01010101 7F7F7F7F 0 = 020017078 
411.156> 01010101 7F7F7F7F 0 = 020037078 
 411.18> 01010101 7F7F7F7F 0 = 020077078 
411.558> 01010101 7F7F7F7F 0 = 020077478 
411.609> 01010101 7F7F7F7F 0 = 020077470 
411.613> 01010101 7F7F7F7F 0 = 020177470 
 411.87> 01010101 7F7F7F7F 0 = 020177460 
411.993> 01010101 7F7F7F7F 0 = 022177460 
412.278> 01010101 7F7F7F7F 0 = 022167460 
412.393> 01010101 7F7F7F7F 0 = 0221E7460 
412.538> 01010101 7F7F7F7F 0 = 0225E7460 
412.585> 01010101 7F7F7F7F 0 = 0225E7C60 
412.799> 01010101 7F7F7F7F 0 = 0227E7C60 
412.959> 01010101 7F7F7F7F 0 = 0207E7C60 
413.151> 01010101 7F7F7F7F 0 = 0007E7C60 
413.381> 01010101 7F7F7F7F 0 = 0007C7C60 
413.467> 01010101 7F7F7F7F 0 = 0407C7C60 
413.673> 01010101 7F7F7F7F 0 = 0407C7460 
 413.75> 01010101 7F7F7F7F 0 = 0407C7440 
413.912> 01010101 7F7F7F7F 0 = 0406C7440 
 414.09> 01010101 7F7F7F7F 0 = 0406C7040 
414.139> 01010101 7F7F7F7F 0 = 0406C6040 
414.319> 01010101 7F7F7F7F 0 = 040686040 
414.764> 01010101 7F7F7F7F 0 = 040686000 
414.805> 01010101 7F7F7F7F 0 = 040606000 
415.002> 01010101 7F7F7F7F 0 = 050606000 
415.286> 01010101 7F7F7F7F 0 = 040606000 
415.343> 01010101 7F7F7F7F 0 = 040406000 
 416.21> 01010101 7F7F7F7F 0 = 040006000 
416.418> 01010101 7F7F7F7F 0 = 000006000 
 416.43> 01010101 7F7F7F7F 0 = 000004000 
416.484> 01010101 7F7F7F7F 0 = 000004080 
417.353> 01010101 7F7F7F7F 0 = 000000080 
417.983> 01010101 7F7F7F7F 0 = 080000080 
418.497> 01010101 7F7F7F7F 0 = 080800080 
 420.15> 01010101 7F7F7F7F 0 = 080808080 
  500.0> 7F7F7F7F 01010101 0 = 080808080 
508.756> 7F7F7F7F 01010101 0 = 080808090 
509.021> 7F7F7F7F 01010101 0 = 080808094 
509.108> 7F7F7F7F 01010101 0 = 08080809C 
 509.34> 7F7F7F7F 01010101 0 = 080C0809C 
509.424> 7F7F7F7F 01010101 0 = 080C08094 
509.468> 7F7F7F7F 01010101 0 = 080C08090 
509.516> 7F7F7F7F 01010101 0 = 0A0C08090 
509.581> 7F7F7F7F 01010101 0 = 0A0C0C090 
509.594> 7F7F7F7F 01010101 0 = 0A0C0C0D0 
509.607> 7F7F7F7F 01010101 0 = 0A0C0E0D0 
509.685> 7F7F7F7F 01010101 0 = 0A0C0E0C0 
509.815> 7F7F7F7F 01010101 0 = 0A0C0E080 
509.819> 7F7F7F7F 01010101 0 = 0A0C0E088 
509.861> 7F7F7F7F 01010101 0 = 0A4C0E088 
 510.08> 7F7F7F7F 01010101 0 = 0A4C0E098 
 510.24> 7F7F7F7F 01010101 0 = 084C0E098 
510.262> 7F7F7F7F 01010101 0 = 08CC0E098 
510.268> 7F7F7F7F 01010101 0 = 08CC0E090 
510.298> 7F7F7F7F 01010101 0 = 08CC0C090 
510.529> 7F7F7F7F 01010101 0 = 08CC0C080 
510.637> 7F7F7F7F 01010101 0 = 08CC0C0A0 
510.684> 7F7F7F7F 01010101 0 = 08CE0C0A0 
510.826> 7F7F7F7F 01010101 0 = 08CF0C0A0 
 511.08> 7F7F7F7F 01010101 0 = 08CF0C020 
511.088> 7F7F7F7F 01010101 0 = 08CE0C020 
511.156> 7F7F7F7F 01010101 0 = 08CE2C020 
 511.18> 7F7F7F7F 01010101 0 = 08CE6C020 
 511.28> 7F7F7F7F 01010101 0 = 08CE6C0A0 
511.323> 7F7F7F7F 01010101 0 = 08CE4C0A0 
511.565> 7F7F7F7F 01010101 0 = 08CE4C080 
511.651> 7F7F7F7F 01010101 0 = 08CE4C0C0 
511.719> 7F7F7F7F 01010101 0 = 08CECC0C0 
511.876> 7F7F7F7F 01010101 0 = 08CE8C0C0 
 511.96> 7F7F7F7F 01010101 0 = 08CE8C0E0 
511.965> 7F7F7F7F 01010101 0 = 08CE8C4E0 
511.981> 7F7F7F7F 01010101 0 = 08CE0C4E0 
512.143> 7F7F7F7F 01010101 0 = 0CCE0C4E0 
512.167> 7F7F7F7F 01010101 0 = 0CCE044E0 
512.257> 7F7F7F7F 01010101 0 = 0CCC044E0 
512.409> 7F7F7F7F 01010101 0 = 0CCC044C0 
512.466> 7F7F7F7F 01010101 0 = 0DCC044C0 
512.538> 7F7F7F7F 01010101 0 = 0DC8044C0 
512.579> 7F7F7F7F 01010101 0 = 0DC804480 
512.593> 7F7F7F7F 01010101 0 = 0FC804480 
512.598> 7F7F7F7F 01010101 0 = 0FE804480 
512.613> 7F7F7F7F 01010101 0 = 0FA804480 
512.728> 7F7F7F7F 01010101 0 = 0FA800480 
512.774> 7F7F7F7F 01010101 0 = 0F2800480 
512.866> 7F7F7F7F 01010101 0 = 0B2800480 
512.959> 7F7F7F7F 01010101 0 = 0B0800480 
512.974> 7F7F7F7F 01010101 0 = 0B08004C0 
513.052> 7F7F7F7F 01010101 0 = 0B0800CC0 
513.116> 7F7F7F7F 01010101 0 = 0F0800CC0 
513.124> 7F7F7F7F 01010101 0 = 0F0C00CC0 
513.371> 7F7F7F7F 01010101 0 = 0F0C00C40 
513.386> 7F7F7F7F 01010101 0 = 0F0800C40 
513.423> 7F7F7F7F 01010101 0 = 0F0800C00 
513.467> 7F7F7F7F 01010101 0 = 0B0800C00 
513.673> 7F7F7F7F 01010101 0 = 0B0800400 
513.708> 7F7F7F7F 01010101 0 = 030800400 
 514.09> 7F7F7F7F 01010101 0 = 030800000 
514.299> 7F7F7F7F 01010101 0 = 030800080 
514.334> 7F7F7F7F 01010101 0 = 020800080 
514.431> 7F7F7F7F 01010101 0 = 0A0800080 
514.607> 7F7F7F7F 01010101 0 = 0A0808080 
514.694> 7F7F7F7F 01010101 0 = 0A0808000 
514.956> 7F7F7F7F 01010101 0 = 080808000 
515.002> 7F7F7F7F 01010101 0 = 090808000 
515.143> 7F7F7F7F 01010101 0 = 090808080 
515.411> 7F7F7F7F 01010101 0 = 090008080 
515.673> 7F7F7F7F 01010101 0 = 090808080 
 515.86> 7F7F7F7F 01010101 0 = 0D0808080 
517.091> 7F7F7F7F 01010101 0 = 0C0808080 
517.425> 7F7F7F7F 01010101 0 = 040808080 
518.223> 7F7F7F7F 01010101 0 = 000808080 
519.788> 7F7F7F7F 01010101 0 = 080808080 
  600.0> 00000000 00000000 0 = 080808080 
608.675> 00000000 00000000 0 = 080808081 
 609.28> 00000000 00000000 0 = 0808080A1 
 609.32> 00000000 00000000 0 = 0808082A1 
 609.34> 00000000 00000000 0 = 080C082A1 
609.404> 00000000 00000000 0 = 080C082A0 
609.412> 00000000 00000000 0 = 080C182A0 
609.424> 00000000 00000000 0 = 080C182A8 
609.468> 00000000 00000000 0 = 080C182AC 
 609.47> 00000000 00000000 0 = 080C182BC 
609.685> 00000000 00000000 0 = 080C182AC 
609.815> 00000000 00000000 0 = 080C182EC 
609.898> 00000000 00000000 0 = 080C180EC 
 609.95> 00000000 00000000 0 = 084C180EC 
 610.03> 00000000 00000000 0 = 0A4C180EC 
  610.1> 00000000 00000000 0 = 0A4E180EC 
610.168> 00000000 00000000 0 = 0A4A180EC 
610.173> 00000000 00000000 0 = 0A4A1C0EC 
610.193> 00000000 00000000 0 = 0A4A1C0E8 
 610.24> 00000000 00000000 0 = 084A1C0E8 
610.268> 00000000 00000000 0 = 084A1C0E0 
610.292> 00000000 00000000 0 = 084A1C0A0 
610.298> 00000000 00000000 0 = 084A1E0A0 
610.451> 00000000 00000000 0 = 084A1E8A0 
610.517> 00000000 00000000 0 = 084A3E8A0 
610.684> 00000000 00000000 0 = 08483E8A0 
610.797> 00000000 00000000 0 = 08403E8A0 
611.009> 00000000 00000000 0 = 08403F8A0 
611.147> 00000000 00000000 0 = 08413F8A0 
 611.28> 00000000 00000000 0 = 08413F820 
611.323> 00000000 00000000 0 = 08411F820 
611.333> 00000000 00000000 0 = 08401F820 
611.351> 00000000 00000000 0 = 08401F800 
611.456> 00000000 00000000 0 = 08401FC00 
611.965> 00000000 00000000 0 = 08401F800 
611.981> 00000000 00000000 0 = 08409F800 
612.005> 00000000 00000000 0 = 08409E800 
612.249> 00000000 00000000 0 = 08401E800 
612.278> 00000000 00000000 0 = 08400E800 
612.374> 00000000 00000000 0 = 08600E800 
612.466> 00000000 00000000 0 = 09600E800 
612.544> 00000000 00000000 0 = 09600C800 
612.598> 00000000 00000000 0 = 09400C800 
612.613> 00000000 00000000 0 = 09000C800 
612.728> 00000000 00000000 0 = 090008800 
 612.79> 00000000 00000000 0 = 010008800 
612.866> 00000000 00000000 0 = 050008800 
 612.97> 00000000 00000000 0 = 050000800 
613.052> 00000000 00000000 0 = 050000000 
613.116> 00000000 00000000 0 = 010000000 
613.284> 00000000 00000000 0 = 000000000 
  700.0> FFFFFFFF 00000000 1 = 000000000 
709.184> FFFFFFFF 00000000 1 = 001000000 
 709.28> FFFFFFFF 00000000 1 = 001000020 
 709.34> FFFFFFFF 00000000 1 = 001400020 
709.412> FFFFFFFF 00000000 1 = 001410020 
709.424> FFFFFFFF 00000000 1 = 001410028 
709.468> FFFFFFFF 00000000 1 = 00141002C 
 709.47> FFFFFFFF 00000000 1 = 00141003C 
709.557> FFFFFFFF 00000000 1 = 00141003E 
709.815> FFFFFFFF 00000000 1 = 00141007E 
709.898> FFFFFFFF 00000000 1 = 00141027E 
709.953> FFFFFFFF 00000000 1 = 001C1027E 
710.088> FFFFFFFF 00000000 1 = 001C1027C 
 710.24> FFFFFFFF 00000000 1 = 021C1027C 
710.262> FFFFFFFF 00000000 1 = 029C1027C 
710.298> FFFFFFFF 00000000 1 = 029C1227C 
710.684> FFFFFFFF 00000000 1 = 029E1227C 
710.726> FFFFFFFF 00000000 1 = 029E12278 
711.009> FFFFFFFF 00000000 1 = 029E13278 
711.323> FFFFFFFF 00000000 1 = 029E33278 
711.333> FFFFFFFF 00000000 1 = 029F33278 
711.525> FFFFFFFF 00000000 1 = 029F33270 
711.786> FFFFFFFF 00000000 1 = 029F33260 
711.876> FFFFFFFF 00000000 1 = 029F73260 
711.965> FFFFFFFF 00000000 1 = 029F73660 
712.178> FFFFFFFF 00000000 1 = 029F73760 
712.249> FFFFFFFF 00000000 1 = 029FF3760 
712.466> FFFFFFFF 00000000 1 = 039FF3760 
712.598> FFFFFFFF 00000000 1 = 03BFF3760 
712.613> FFFFFFFF 00000000 1 = 03FFF3760 
712.678> FFFFFFFF 00000000 1 = 0BFFF3760 
712.728> FFFFFFFF 00000000 1 = 0BFFF7760 
713.052> FFFFFFFF 00000000 1 = 0BFFF7F60 
713.116> FFFFFFFF 00000000 1 = 0FFFF7F60 
713.206> FFFFFFFF 00000000 1 = 0FFFF7FE0 
713.666> FFFFFFFF 00000000 1 = 0FFFF7FC0 
713.806> FFFFFFFF 00000000 1 = 0FFFFFFC0 
 714.68> FFFFFFFF 00000000 1 = 0FFFFFF80 
  716.4> FFFFFFFF 00000000 1 = 0FFFFFF00 
717.039> FFFFFFFF 00000000 1 = 0FFFFFD00 
717.145> FFFFFFFF 00000000 1 = 0FFFFED00 
717.297> FFFFFFFF 00000000 1 = 0FFFFE500 
718.268> FFFFFFFF 00000000 1 = 0FFFFE100 
 719.18> FFFFFFFF 00000000 1 = 0FFFFA100 
719.426> FFFFFFFF 00000000 1 = 0FFFF8100 
720.071> FFFFFFFF 00000000 1 = 0FFFF8000 
721.166> FFFFFFFF 00000000 1 = 0FFBF8000 
721.471> FFFFFFFF 00000000 1 = 0FFBF0000 
721.523> FFFFFFFF 00000000 1 = 0FF9F0000 
722.279> FFFFFFFF 00000000 1 = 0FF9E0000 
722.387> FFFFFFFF 00000000 1 = 0FF1E0000 
722.717> FFFFFFFF 00000000 1 = 0FF0E0000 
723.379> FFFFFFFF 00000000 1 = 0FF0C0000 
723.402> FFFFFFFF 00000000 1 = 0FF040000 
723.411> FFFFFFFF 00000000 1 = 0FF000000 
724.055> FFFFFFFF 00000000 1 = 0FE000000 
724.161> FFFFFFFF 00000000 1 = 1FE000000 
724.658> FFFFFFFF 00000000 1 = 1DE000000 
724.695> FFFFFFFF 00000000 1 = 1DA000000 
724.795> FFFFFFFF 00000000 1 = 1D2000000 
726.133> FFFFFFFF 00000000 1 = 152000000 
727.454> FFFFFFFF 00000000 1 = 112000000 
727.462> FFFFFFFF 00000000 1 = 102000000 
727.504> FFFFFFFF 00000000 1 = 100000000 
  800.0> 00000000 FFFFFFFF 1 = 100000000 
808.675> 00000000 FFFFFFFF 1 = 100000001 
808.756> 00000000 FFFFFFFF 1 = 100000011 
808.857> 00000000 FFFFFFFF 1 = 000000011 
809.021> 00000000 FFFFFFFF 1 = 000000015 
809.108> 00000000 FFFFFFFF 1 = 00000001D 
 809.34> 00000000 FFFFFFFF 1 = 00040001D 
809.404> 00000000 FFFFFFFF 1 = 00040001C 
809.412> 00000000 FFFFFFFF 1 = 00041001C 
809.424> 00000000 FFFFFFFF 1 = 000410014 
809.468> 00000000 FFFFFFFF 1 = 000410010 
 809.47> 00000000 FFFFFFFF 1 = 000410000 
 809.52> 00000000 FFFFFFFF 1 = 004410000 
809.523> 00000000 FFFFFFFF 1 = 104410000 
809.581> 00000000 FFFFFFFF 1 = 104414000 
809.594> 00000000 FFFFFFFF 1 = 104414040 
809.607> 00000000 FFFFFFFF 1 = 104416040 
809.815> 00000000 FFFFFFFF 1 = 104416000 
809.953> 00000000 FFFFFFFF 1 = 104C16000 
809.969> 00000000 FFFFFFFF 1 = 10CC16000 
 810.24> 00000000 FFFFFFFF 1 = 12CC16000 
810.262> 00000000 FFFFFFFF 1 = 124C16000 
810.298> 00000000 FFFFFFFF 1 = 124C14000 
810.333> 00000000 FFFFFFFF 1 = 124814000 
810.517> 00000000 FFFFFFFF 1 = 124834000 
810.622> 00000000 FFFFFFFF 1 = 124034000 
810.684> 00000000 FFFFFFFF 1 = 124234000 
810.954> 00000000 FFFFFFFF 1 = 124234080 
811.055> 00000000 FFFFFFFF 1 = 124234880 
811.125> 00000000 FFFFFFFF 1 = 125234880 
811.156> 00000000 FFFFFFFF 1 = 125214880 
 811.18> 00000000 FFFFFFFF 1 = 125254880 
811.231> 00000000 FFFFFFFF 1 = 025254880 
811.323> 00000000 FFFFFFFF 1 = 025274880 
811.765> 00000000 FFFFFFFF 1 = 021274880 
811.903> 00000000 FFFFFFFF 1 = 121274880 
811.953> 00000000 FFFFFFFF 1 = 121374880 
811.965> 00000000 FFFFFFFF 1 = 121374C80 
812.196> 00000000 FFFFFFFF 1 = 12137CC80 
812.278> 00000000 FFFFFFFF 1 = 12136CC80 
812.291> 00000000 FFFFFFFF 1 = 1213ECC80 
812.357> 00000000 FFFFFFFF 1 = 121BECC80 
812.466> 00000000 FFFFFFFF 1 = 131BECC80 
812.593> 00000000 FFFFFFFF 1 = 111BECC80 
812.598> 00000000 FFFFFFFF 1 = 113BECC80 
812.613> 00000000 FFFFFFFF 1 = 117BECC80 
812.626> 00000000 FFFFFFFF 1 = 017BECC80 
812.678> 00000000 FFFFFFFF 1 = 097BECC80 
812.685> 00000000 FFFFFFFF 1 = 097BEDC80 
812.728> 00000000 FFFFFFFF 1 = 097BE9C80 
812.759> 00000000 FFFFFFFF 1 = 097BE9480 
812.774> 00000000 FFFFFFFF 1 = 09FBE9480 
812.799> 00000000 FFFFFFFF 1 = 09F9E9480 
812.959> 00000000 FFFFFFFF 1 = 09D9E9480 
813.045> 00000000 FFFFFFFF 1 = 08D9E9480 
813.052> 00000000 FFFFFFFF 1 = 08D9E9C80 
813.055> 00000000 FFFFFFFF 1 = 0CD9E9C80 
813.116> 00000000 FFFFFFFF 1 = 08D9E9C80 
813.182> 00000000 FFFFFFFF 1 = 09D9E9C80 
813.206> 00000000 FFFFFFFF 1 = 09D9E9C00 
813.381> 00000000 FFFFFFFF 1 = 09D9C9C00 
813.467> 00000000 FFFFFFFF 1 = 0DD9C9C00 
 813.48> 00000000 FFFFFFFF 1 = 0DDBC9C00 
813.673> 00000000 FFFFFFFF 1 = 0DDBC9400 
813.708> 00000000 FFFFFFFF 1 = 05DBC9400 
813.806> 00000000 FFFFFFFF 1 = 05DBC1400 
814.029> 00000000 FFFFFFFF 1 = 05DFC1400 
 814.09> 00000000 FFFFFFFF 1 = 05DFC1000 
814.177> 00000000 FFFFFFFF 1 = 05D7C1000 
814.388> 00000000 FFFFFFFF 1 = 05D6C1000 
814.389> 00000000 FFFFFFFF 1 = 05D6C0000 
814.431> 00000000 FFFFFFFF 1 = 0DD6C0000 
 814.51> 00000000 FFFFFFFF 1 = 0DD680000 
814.574> 00000000 FFFFFFFF 1 = 0DF680000 
814.726> 00000000 FFFFFFFF 1 = 0DF600000 
814.907> 00000000 FFFFFFFF 1 = 0DF602000 
814.956> 00000000 FFFFFFFF 1 = 0FF602000 
815.002> 00000000 FFFFFFFF 1 = 0EF602000 
815.412> 00000000 FFFFFFFF 1 = 0EF606000 
 815.62> 00000000 FFFFFFFF 1 = 1EF606000 
815.756> 00000000 FFFFFFFF 1 = 1EFE06000 
 815.86> 00000000 FFFFFFFF 1 = 1AFE06000 
815.915> 00000000 FFFFFFFF 1 = 1AFC06000 
816.119> 00000000 FFFFFFFF 1 = 1AEC06000 
816.464> 00000000 FFFFFFFF 1 = 1AE806000 
816.611> 00000000 FFFFFFFF 1 = 1AE804000 
816.722> 00000000 FFFFFFFF 1 = 18E804000 
816.759> 00000000 FFFFFFFF 1 = 18A804000 
816.859> 00000000 FFFFFFFF 1 = 182804000 
817.091> 00000000 FFFFFFFF 1 = 192804000 
817.116> 00000000 FFFFFFFF 1 = 192800000 
817.425> 00000000 FFFFFFFF 1 = 112800000 
817.698> 00000000 FFFFFFFF 1 = 113800000 
817.983> 00000000 FFFFFFFF 1 = 013800000 
818.191> 00000000 FFFFFFFF 1 = 013000000 
818.223> 00000000 FFFFFFFF 1 = 053000000 
818.226> 00000000 FFFFFFFF 1 = 053400000 
818.301> 00000000 FFFFFFFF 1 = 073400000 
818.338> 00000000 FFFFFFFF 1 = 077400000 
818.438> 00000000 FFFFFFFF 1 = 07F400000 
818.583> 00000000 FFFFFFFF 1 = 07F600000 
819.041> 00000000 FFFFFFFF 1 = 07F608000 
819.339> 00000000 FFFFFFFF 1 = 07F618000 
819.447> 00000000 FFFFFFFF 1 = 07FE18000 
819.518> 00000000 FFFFFFFF 1 = 03FE18000 
819.526> 00000000 FFFFFFFF 1 = 02FE18000 
819.568> 00000000 FFFFFFFF 1 = 02DE18000 
819.776> 00000000 FFFFFFFF 1 = 0ADE18000 
819.777> 00000000 FFFFFFFF 1 = 0ADF18000 
 819.93> 00000000 FFFFFFFF 1 = 0ADB18000 
820.133> 00000000 FFFFFFFF 1 = 0ACB18000 
820.239> 00000000 FFFFFFFF 1 = 1ACB18000 
820.287> 00000000 FFFFFFFF 1 = 1AC918000 
820.439> 00000000 FFFFFFFF 1 = 1AC938000 
820.462> 00000000 FFFFFFFF 1 = 1AC9B8000 
820.471> 00000000 FFFFFFFF 1 = 1AC9F8000 
820.736> 00000000 FFFFFFFF 1 = 18C9F8000 
820.745> 00000000 FFFFFFFF 1 = 18C9F0000 
820.773> 00000000 FFFFFFFF 1 = 1889F0000 
820.873> 00000000 FFFFFFFF 1 = 1809F0000 
821.043> 00000000 FFFFFFFF 1 = 1809E0000 
821.097> 00000000 FFFFFFFF 1 = 1C09E0000 
821.105> 00000000 FFFFFFFF 1 = 1D09E0000 
821.115> 00000000 FFFFFFFF 1 = 1D19E0000 
821.147> 00000000 FFFFFFFF 1 = 1D39E0000 
821.151> 00000000 FFFFFFFF 1 = 1D31E0000 
821.221> 00000000 FFFFFFFF 1 = 0D31E0000 
821.481> 00000000 FFFFFFFF 1 = 0D30E0000 
821.718> 00000000 FFFFFFFF 1 = 0F30E0000 
821.755> 00000000 FFFFFFFF 1 = 0F70E0000 
821.855> 00000000 FFFFFFFF 1 = 0FF0E0000 
822.143> 00000000 FFFFFFFF 1 = 0FF0C0000 
822.166> 00000000 FFFFFFFF 1 = 0FF040000 
822.175> 00000000 FFFFFFFF 1 = 0FF000000 
822.211> 00000000 FFFFFFFF 1 = 07F000000 
822.819> 00000000 FFFFFFFF 1 = 07E000000 
822.925> 00000000 FFFFFFFF 1 = 17E000000 
823.193> 00000000 FFFFFFFF 1 = 1FE000000 
823.422> 00000000 FFFFFFFF 1 = 1DE000000 
823.459> 00000000 FFFFFFFF 1 = 1DA000000 
823.532> 00000000 FFFFFFFF 1 = 19A000000 
 823.54> 00000000 FFFFFFFF 1 = 18A000000 
823.559> 00000000 FFFFFFFF 1 = 182000000 
823.582> 00000000 FFFFFFFF 1 = 180000000 
824.514> 00000000 FFFFFFFF 1 = 1C0000000 
824.522> 00000000 FFFFFFFF 1 = 1D0000000 
824.564> 00000000 FFFFFFFF 1 = 1D2000000 
824.897> 00000000 FFFFFFFF 1 = 152000000 
826.218> 00000000 FFFFFFFF 1 = 112000000 
826.226> 00000000 FFFFFFFF 1 = 102000000 
826.268> 00000000 FFFFFFFF 1 = 100000000 
  900.0> 00000000 00000000 0 = 100000000 
908.675> 00000000 00000000 0 = 100000001 
908.756> 00000000 00000000 0 = 100000011 
909.021> 00000000 00000000 0 = 100000015 
909.108> 00000000 00000000 0 = 10000001D 
909.155> 00000000 00000000 0 = 10000001F 
 909.32> 00000000 00000000 0 = 10000021F 
909.323> 00000000 00000000 0 = 10000021E 
909.373> 00000000 00000000 0 = 10000020E 
909.444> 00000000 00000000 0 = 10000020C 
909.516> 00000000 00000000 0 = 12000020C 
909.523> 00000000 00000000 0 = 02000020C 
909.534> 00000000 00000000 0 = 02000022C 
909.567> 00000000 00000000 0 = 02100022C 
909.594> 00000000 00000000 0 = 02100026C 
909.607> 00000000 00000000 0 = 02100226C 
909.757> 00000000 00000000 0 = 02900226C 
909.791> 00000000 00000000 0 = 029002268 
909.805> 00000000 00000000 0 = 029002068 
909.819> 00000000 00000000 0 = 029002060 
909.861> 00000000 00000000 0 = 02D002060 
909.911> 00000000 00000000 0 = 02D402060 
909.969> 00000000 00000000 0 = 025402060 
910.044> 00000000 00000000 0 = 021402060 
910.268> 00000000 00000000 0 = 021602060 
910.437> 00000000 00000000 0 = 021602860 
910.547> 00000000 00000000 0 = 021602820 
910.593> 00000000 00000000 0 = 021603820 
910.637> 00000000 00000000 0 = 021603800 
910.807> 00000000 00000000 0 = 021603C00 
 910.86> 00000000 00000000 0 = 001603C00 
910.954> 00000000 00000000 0 = 001603C80 
911.024> 00000000 00000000 0 = 001613C80 
 911.08> 00000000 00000000 0 = 001613C00 
911.132> 00000000 00000000 0 = 001E13C00 
911.156> 00000000 00000000 0 = 001E33C00 
 911.18> 00000000 00000000 0 = 001E73C00 
911.245> 00000000 00000000 0 = 001F73C00 
911.479> 00000000 00000000 0 = 001F72C00 
  911.6> 00000000 00000000 0 = 001FF2C00 
911.613> 00000000 00000000 0 = 001EF2C00 
912.124> 00000000 00000000 0 = 001ED2C00 
912.278> 00000000 00000000 0 = 001EC2C00 
912.314> 00000000 00000000 0 = 001EC0C00 
912.351> 00000000 00000000 0 = 001EC0D00 
912.357> 00000000 00000000 0 = 0016C0D00 
912.374> 00000000 00000000 0 = 0036C0D00 
912.393> 00000000 00000000 0 = 003640D00 
912.504> 00000000 00000000 0 = 003600D00 
912.538> 00000000 00000000 0 = 003200D00 
912.799> 00000000 00000000 0 = 003000D00 
  912.8> 00000000 00000000 0 = 002000D00 
 912.86> 00000000 00000000 0 = 042000D00 
912.959> 00000000 00000000 0 = 040000D00 
913.182> 00000000 00000000 0 = 050000D00 
913.342> 00000000 00000000 0 = 0D0000D00 
913.467> 00000000 00000000 0 = 090000D00 
913.673> 00000000 00000000 0 = 090000500 
913.994> 00000000 00000000 0 = 010000500 
 914.09> 00000000 00000000 0 = 010000100 
914.405> 00000000 00000000 0 = 010000000 
915.002> 00000000 00000000 0 = 000000000 
 1000.0> FFFFFFFF FFFFFFFF 1 = 000000000 
1008.675> FFFFFFFF FFFFFFFF 1 = 000000001 
1008.756> FFFFFFFF FFFFFFFF 1 = 000000011 
1009.021> FFFFFFFF FFFFFFFF 1 = 000000015 
1009.108> FFFFFFFF FFFFFFFF 1 = 00000001D 
1009.146> FFFFFFFF FFFFFFFF 1 = 00000021D 
 1009.34> FFFFFFFF FFFFFFFF 1 = 00040021D 
1009.412> FFFFFFFF FFFFFFFF 1 = 00041021D 
1009.424> FFFFFFFF FFFFFFFF 1 = 000410215 
1009.468> FFFFFFFF FFFFFFFF 1 = 000410211 
 1009.47> FFFFFFFF FFFFFFFF 1 = 000410201 
1009.516> FFFFFFFF FFFFFFFF 1 = 020410201 
1009.523> FFFFFFFF FFFFFFFF 1 = 120410201 
1009.581> FFFFFFFF FFFFFFFF 1 = 120414201 
1009.594> FFFFFFFF FFFFFFFF 1 = 120414241 
1009.607> FFFFFFFF FFFFFFFF 1 = 120416241 
1009.685> FFFFFFFF FFFFFFFF 1 = 120416251 
1009.791> FFFFFFFF FFFFFFFF 1 = 120416255 
1009.815> FFFFFFFF FFFFFFFF 1 = 120416215 
1009.861> FFFFFFFF FFFFFFFF 1 = 124416215 
1009.953> FFFFFFFF FFFFFFFF 1 = 124C16215 
1009.969> FFFFFFFF FFFFFFFF 1 = 12CC16215 
  1010.1> FFFFFFFF FFFFFFFF 1 = 12CE16215 
1010.172> FFFFFFFF FFFFFFFF 1 = 12CE16217 
1010.173> FFFFFFFF FFFFFFFF 1 = 12CE12217 
 1010.24> FFFFFFFF FFFFFFFF 1 = 10CE12217 
1010.262> FFFFFFFF FFFFFFFF 1 = 104E12217 
1010.268> FFFFFFFF FFFFFFFF 1 = 104E1221F 
